r u1 u2 u3 u4 u5 v1 v2 v3 v4 v5
30.5 0.085488 0.10161 0.11728 0.13253 0.14737 55.549 53.519 51.536 49.598 47.702
31 0.084198 0.10008 0.11552 0.13053 0.14514 54.574 52.575 50.624 48.716 46.85
31.5 0.082936 0.098577 0.11378 0.12857 0.14297 53.614 51.647 49.726 47.848 46.012
32 0.081699 0.097107 0.11209 0.12666 0.14084 52.67 50.734 48.843 46.995 45.187
32.5 0.080488 0.095668 0.11043 0.12478 0.13875 51.741 49.835 47.973 46.155 44.376
33 0.079301 0.094257 0.1088 0.12294 0.1367 50.827 48.95 47.118 45.328 43.577
33.5 0.078138 0.092875 0.1072 0.12114 0.1347 49.926 48.079 46.275 44.513 42.791
34 0.076999 0.09152 0.10564 0.11937 0.13273 49.039 47.221 45.446 43.711 42.016
34.5 0.075881 0.090192 0.10411 0.11764 0.13081 48.166 46.376 44.628 42.922 41.253
35 0.074786 0.08889 0.1026 0.11594 0.12892 47.305 45.543 43.823 42.143 40.502
35.5 0.073711 0.087613 0.10113 0.11427 0.12707 46.457 44.722 43.03 41.377 39.761
36 0.072658 0.086361 0.099683 0.11264 0.12525 45.621 43.913 42.247 40.621 39.031
36.5 0.071624 0.085132 0.098264 0.11104 0.12347 44.797 43.116 41.476 39.876 38.311
37 0.07061 0.083926 0.096873 0.10947 0.12172 43.984 42.33 40.716 39.141 37.602
37.5 0.069614 0.082743 0.095507 0.10792 0.12 43.183 41.555 39.967 38.416 36.902
38 0.068637 0.081582 0.094167 0.10641 0.11832 42.392 40.79 39.227 37.702 36.212
38.5 0.067678 0.080442 0.092851 0.10492 0.11667 41.615 40.038 38.5 37 35.534
39 0.066737 0.079323 0.091559 0.10346 0.11504 40.852 39.3 37.786 36.309 34.867
39.5 0.065812 0.078224 0.090291 0.10203 0.11345 40.101 38.573 37.084 35.631 34.212
40 0.064904 0.077145 0.089045 0.10062 0.11188 39.362 37.859 36.394 34.964 33.568
40.5 0.064012 0.076085 0.087822 0.099238 0.11035 38.636 37.157 35.715 34.309 32.936
41 0.063136 0.075044 0.08662 0.09788 0.10884 37.922 36.467 35.048 33.664 32.313
41.5 0.062276 0.074021 0.085439 0.096545 0.10735 37.22 35.788 34.392 33.031 31.702
42 0.06143 0.073016 0.084279 0.095234 0.1059 36.53 35.12 33.747 32.407 31.1
42.5 0.060599 0.072028 0.083139 0.093946 0.10446 35.85 34.463 33.112 31.795 30.509
43 0.059782 0.071057 0.082018 0.09268 0.10306 35.182 33.817 32.488 31.192 29.928
43.5 0.058979 0.070103 0.080917 0.091435 0.10167 34.525 33.182 31.874 30.6 29.356
44 0.05819 0.069165 0.079834 0.090212 0.10031 33.878 32.557 31.271 30.017 28.794
44.5 0.057414 0.068243 0.07877 0.089009 0.098973 33.242 31.942 30.677 29.443 28.241
45 0.056651 0.067336 0.077723 0.087826 0.097658 32.615 31.337 30.092 28.88 27.697
45.5 0.055901 0.066444 0.076694 0.086663 0.096365 31.999 30.742 29.518 28.325 27.162
46 0.055163 0.065567 0.075681 0.085519 0.095093 31.393 30.156 28.952 27.779 26.636
46.5 0.054438 0.064705 0.074686 0.084394 0.093842 30.797 29.58 28.396 27.242 26.118
47 0.053724 0.063856 0.073707 0.083288 0.092612 30.21 29.013 27.849 26.714 25.609
47.5 0.053022 0.063022 0.072743 0.082199 0.091401 29.632 28.455 27.31 26.195 25.108
48 0.052331 0.0622 0.071795 0.081128 0.09021 29.063 27.906 26.78 25.684 24.615
48.5 0.051651 0.061393 0.070863 0.080074 0.089039 28.504 27.366 26.259 25.181 24.131
49 0.050982 0.060598 0.069945 0.079037 0.087886 27.953 26.834 25.746 24.686 23.654
49.5 0.050324 0.059815 0.069042 0.078017 0.086751 27.411 26.311 25.241 24.199 23.185
50 0.049676 0.059045 0.068153 0.077013 0.085634 26.877 25.796 24.744 23.72 22.723
50.5 0.049039 0.058287 0.067279 0.076024 0.084535 26.352 25.289 24.255 23.249 22.269
51 0.048411 0.057541 0.066417 0.075051 0.083453 25.835 24.79 23.774 22.785 21.823
51.5 0.047793 0.056807 0.06557 0.074093 0.082388 25.327 24.299 23.301 22.329 21.383
52 0.047185 0.056084 0.064735 0.07315 0.081339 24.826 23.816 22.835 21.88 20.951
52.5 0.046586 0.055372 0.063913 0.072222 0.080307 24.333 23.341 22.377 21.439 20.526
53 0.045996 0.054671 0.063104 0.071307 0.07929 23.848 22.873 21.925 21.004 20.108
53.5 0.045415 0.053981 0.062308 0.070407 0.078289 23.37 22.413 21.482 20.577 19.696
54 0.044843 0.053301 0.061523 0.06952 0.077303 22.9 21.959 21.045 20.156 19.291
54.5 0.04428 0.052631 0.06075 0.068647 0.076332 22.438 21.513 20.615 19.742 18.893
55 0.043725 0.051972 0.059989 0.067787 0.075376 21.983 21.074 20.192 19.335 18.501
55.5 0.043179 0.051322 0.059239 0.06694 0.074434 21.534 20.642 19.776 18.934 18.115
56 0.042641 0.050683 0.058501 0.066105 0.073506 21.093 20.217 19.367 18.54 17.736
56.5 0.04211 0.050052 0.057773 0.065283 0.072592 20.659 19.799 18.964 18.152 17.363
57 0.041588 0.049431 0.057056 0.064473 0.071691 20.232 19.387 18.567 17.771 16.996
57.5 0.041073 0.048819 0.05635 0.063675 0.070804 19.812 18.982 18.177 17.395 16.636
58 0.040566 0.048217 0.055654 0.062889 0.069929 19.398 18.584 17.794 17.026 16.281
58.5 0.040066 0.047623 0.054969 0.062114 0.069068 18.991 18.192 17.416 16.663 15.932
59 0.039574 0.047037 0.054293 0.061351 0.068219 18.59 17.806 17.045 16.306 15.588
59.5 0.039088 0.04646 0.053627 0.060598 0.067382 18.196 17.426 16.679 15.955 15.251
60 0.03861 0.045892 0.052971 0.059857 0.066557 17.808 17.052 16.32 15.609 14.919
60.5 0.038138 0.045331 0.052324 0.059126 0.065745 17.426 16.685 15.966 15.269 14.592
61 0.037674 0.044779 0.051686 0.058405 0.064944 17.05 16.323 15.619 14.935 14.271
61.5 0.037216 0.044234 0.051058 0.057695 0.064154 16.681 15.968 15.277 14.606 13.956
62 0.036764 0.043698 0.050438 0.056995 0.063376 16.317 15.618 14.94 14.283 13.645
62.5 0.036319 0.043169 0.049828 0.056305 0.062608 15.959 15.274 14.61 13.965 13.34
63 0.03588 0.042647 0.049226 0.055624 0.061852 15.608 14.936 14.284 13.653 13.04
63.5 0.035447 0.042133 0.048632 0.054954 0.061106 15.261 14.603 13.965 13.346 12.745
64 0.035021 0.041626 0.048047 0.054292 0.06037 14.921 14.276 13.65 13.044 12.456
64.5 0.0346 0.041126 0.04747 0.05364 0.059645 14.586 13.954 13.341 12.747 12.171
65 0.034185 0.040633 0.0469 0.052997 0.05893 14.257 13.637 13.037 12.455 11.891
65.5 0.033776 0.040146 0.046339 0.052363 0.058225 13.933 13.326 12.738 12.168 11.616
66 0.033373 0.039667 0.045786 0.051738 0.05753 13.615 13.02 12.444 11.886 11.345
66.5 0.032975 0.039194 0.04524 0.051121 0.056844 13.302 12.72 12.156 11.609 11.08
67 0.032583 0.038728 0.044702 0.050513 0.056167 12.994 12.424 11.872 11.337 10.819
67.5 0.032196 0.038268 0.044171 0.049913 0.0555 12.692 12.133 11.593 11.07 10.563
68 0.031814 0.037814 0.043647 0.049321 0.054842 12.394 11.848 11.319 10.807 10.311
68.5 0.031437 0.037367 0.043131 0.048737 0.054193 12.102 11.567 11.05 10.549 10.064
69 0.031066 0.036925 0.042621 0.048161 0.053553 11.815 11.292 10.786 10.296 9.8209
69.5 0.0307 0.03649 0.042118 0.047593 0.052922 11.532 11.021 10.526 10.047 9.5824
70 0.030338 0.03606 0.041623 0.047033 0.052298 11.255 10.755 10.271 9.802 9.3483
70.5 0.029982 0.035636 0.041133 0.04648 0.051684 10.983 10.493 10.02 9.5619 9.1184
71 0.02963 0.035218 0.040651 0.045935 0.051077 10.715 10.236 9.7738 9.3262 8.8928
71.5 0.029283 0.034806 0.040175 0.045397 0.050479 10.452 9.9843 9.5322 9.0947 8.6713
72 0.02894 0.034399 0.039705 0.044866 0.049889 10.194 9.7367 9.2949 8.8676 8.454
72.5 0.028603 0.033997 0.039241 0.044342 0.049306 9.9398 9.4935 9.062 8.6446 8.2407
73 0.028269 0.033601 0.038784 0.043825 0.048732 9.6907 9.2548 8.8334 8.4258 8.0314
73.5 0.02794 0.03321 0.038333 0.043315 0.048165 9.4462 9.0205 8.609 8.2111 7.8261
74 0.027616 0.032824 0.037887 0.042812 0.047605 9.2061 8.7905 8.3888 8.0004 7.6247
74.5 0.027295 0.032443 0.037448 0.042315 0.047053 8.9704 8.5648 8.1728 7.7937 7.4271
75 0.026979 0.032067 0.037014 0.041825 0.046508 8.7391 8.3433 7.9608 7.591 7.2334
75.5 0.026667 0.031696 0.036586 0.041342 0.04597 8.5121 8.126 7.7529 7.3922 7.0435
76 0.026359 0.03133 0.036163 0.040864 0.045439 8.2894 7.9128 7.549 7.1973 6.8573
76.5 0.026055 0.030969 0.035746 0.040393 0.044915 8.071 7.7038 7.349 7.0062 6.6747
77 0.025755 0.030612 0.035335 0.039928 0.044398 7.8567 7.4987 7.153 6.8189 6.4958
77.5 0.025459 0.03026 0.034928 0.039469 0.043887 7.6465 7.2977 6.9608 6.6352 6.3205
78 0.025167 0.029913 0.034527 0.039016 0.043383 7.4404 7.1006 6.7724 6.4553 6.1488
78.5 0.024878 0.02957 0.034132 0.038568 0.042886 7.2383 6.9074 6.5878 6.279 5.9805
79 0.024593 0.029232 0.033741 0.038127 0.042395 7.0403 6.7181 6.4069 6.1063 5.8157
79.5 0.024312 0.028897 0.033355 0.037691 0.04191 6.8461 6.5325 6.2296 5.9371 5.6543
80 0.024035 0.028567 0.032974 0.037261 0.041432 6.6559 6.3507 6.056 5.7714 5.4963
80.5 0.023761 0.028242 0.032598 0.036836 0.04096 6.4695 6.1727 5.886 5.6092 5.3416
81 0.02349 0.02792 0.032227 0.036416 0.040493 6.2869 5.9983 5.7196 5.4504 5.1902
81.5 0.023223 0.027603 0.031861 0.036002 0.040033 6.1081 5.8275 5.5566 5.2949 5.0421
82 0.022959 0.027289 0.031499 0.035594 0.039578 5.933 5.6604 5.3971 5.1428 4.8971
82.5 0.022699 0.02698 0.031142 0.03519 0.039129 5.7616 5.4967 5.241 4.994 4.7553
83 0.022442 0.026674 0.030789 0.034791 0.038686 5.5938 5.3366 5.0883 4.8484 4.6166
83.5 0.022188 0.026373 0.030441 0.034398 0.038249 5.4296 5.1799 4.9388 4.706 4.481
84 0.021937 0.026075 0.030097 0.034009 0.037817 5.269 5.0267 4.7927 4.5668 4.3484
84.5 0.02169 0.025781 0.029757 0.033626 0.03739 5.1118 4.8768 4.6499 4.4306 4.2188
85 0.021445 0.02549 0.029422 0.033247 0.036969 4.9581 4.7302 4.5102 4.2976 4.0922
85.5 0.021204 0.025203 0.029091 0.032873 0.036553 4.8078 4.587 4.3737 4.1676 3.9685
86 0.020966 0.02492 0.028764 0.032503 0.036142 4.6609 4.4469 4.2403 4.0406 3.8476
86.5 0.02073 0.02464 0.028441 0.032138 0.035736 4.5173 4.3101 4.1099 3.9165 3.7296
87 0.020498 0.024364 0.028122 0.031778 0.035335 4.3771 4.1765 3.9826 3.7954 3.6144
87.5 0.020268 0.024091 0.027807 0.031422 0.03494 4.24 4.0459 3.8584 3.6771 3.5019
88 0.020042 0.023821 0.027496 0.03107 0.034549 4.1062 3.9184 3.737 3.5617 3.3921
88.5 0.019818 0.023555 0.027189 0.030723 0.034163 3.9755 3.794 3.6186 3.449 3.285
89 0.019597 0.023292 0.026885 0.03038 0.033781 3.8479 3.6726 3.503 3.3391 3.1806
89.5 0.019378 0.023033 0.026586 0.030042 0.033405 3.7235 3.5541 3.3903 3.2319 3.0787
90 0.019162 0.022776 0.02629 0.029707 0.033033 3.602 3.4385 3.2803 3.1274 2.9794
90.5 0.018949 0.022523 0.025997 0.029377 0.032665 3.4836 3.3258 3.1731 3.0255 2.8825
91 0.018739 0.022273 0.025709 0.02905 0.032303 3.3681 3.2159 3.0686 2.9261 2.7882
91.5 0.018531 0.022026 0.025423 0.028728 0.031944 3.2555 3.1088 2.9668 2.8294 2.6963
92 0.018325 0.021781 0.025141 0.02841 0.03159 3.1458 3.0045 2.8676 2.7351 2.6068
92.5 0.018122 0.02154 0.024863 0.028095 0.03124 3.0389 2.9028 2.771 2.6433 2.5196
93 0.017922 0.021302 0.024588 0.027784 0.030895 2.9348 2.8039 2.6769 2.5539 2.4348
93.5 0.017724 0.021067 0.024316 0.027477 0.030553 2.8334 2.7075 2.5854 2.467 2.3522
94 0.017528 0.020834 0.024048 0.027174 0.030216 2.7348 2.6137 2.4963 2.3823 2.2718
94.5 0.017335 0.020604 0.023783 0.026874 0.029883 2.6388 2.5225 2.4096 2.3 2.1937
95 0.017144 0.020377 0.023521 0.026578 0.029554 2.5454 2.4337 2.3253 2.2199 2.1177
95.5 0.016955 0.020153 0.023262 0.026286 0.029228 2.4546 2.3475 2.2433 2.1421 2.0439
96 0.016769 0.019932 0.023006 0.025997 0.028907 2.3664 2.2636 2.1636 2.0665 1.9721
96.5 0.016585 0.019713 0.022754 0.025711 0.02859 2.2806 2.1821 2.0862 1.993 1.9024
97 0.016403 0.019496 0.022504 0.025429 0.028276 2.1973 2.1029 2.011 1.9216 1.8346
97.5 0.016223 0.019283 0.022257 0.025151 0.027966 2.1163 2.026 1.938 1.8523 1.7689
98 0.016046 0.019072 0.022014 0.024875 0.02766 2.0378 1.9514 1.8672 1.785 1.705
98.5 0.01587 0.018863 0.021773 0.024603 0.027357 1.9616 1.879 1.7984 1.7198 1.6431
99 0.015697 0.018657 0.021535 0.024334 0.027059 1.8876 1.8087 1.7317 1.6564 1.583
99.5 0.015525 0.018453 0.0213 0.024069 0.026763 1.8159 1.7406 1.667 1.595 1.5247
100 0.015356 0.018252 0.021068 0.023806 0.026471 1.7464 1.6746 1.6042 1.5355 1.4682
100.5 0.015189 0.018053 0.020838 0.023547 0.026183 1.679 1.6106 1.5435 1.4778 1.4135
101 0.015023 0.017857 0.020611 0.02329 0.025898 1.6137 1.5486 1.4846 1.4218 1.3604
101.5 0.01486 0.017662 0.020387 0.023037 0.025616 1.5505 1.4885 1.4275 1.3677 1.309
102 0.014698 0.017471 0.020166 0.022787 0.025338 1.4894 1.4304 1.3723 1.3153 1.2593
102.5 0.014539 0.017281 0.019947 0.022539 0.025063 1.4302 1.3741 1.3189 1.2645 1.2111
103 0.014381 0.017093 0.01973 0.022295 0.024791 1.3729 1.3197 1.2672 1.2154 1.1645
103.5 0.014225 0.016908 0.019516 0.022053 0.024522 1.3175 1.2671 1.2172 1.1679 1.1194
104 0.014071 0.016725 0.019305 0.021815 0.024257 1.264 1.2162 1.1688 1.122 1.0758
104.5 0.013919 0.016544 0.019096 0.021579 0.023994 1.2123 1.1671 1.1221 1.0776 1.0337
105 0.013769 0.016365 0.01889 0.021345 0.023735 1.1624 1.1196 1.077 1.0347 0.99292
105.5 0.01362 0.016189 0.018686 0.021115 0.023479 1.1142 1.0737 1.0334 0.99327 0.95356
106 0.013473 0.016014 0.018484 0.020887 0.023225 1.0677 1.0295 0.99127 0.95325 0.91554
106.5 0.013328 0.015841 0.018285 0.020662 0.022975 1.0228 0.98677 0.95064 0.91462 0.87882
107 0.013184 0.015671 0.018088 0.02044 0.022728 0.97958 0.94558 0.91145 0.87734 0.84338
107.5 0.013042 0.015502 0.017894 0.02022 0.022483 0.93787 0.90586 0.87364 0.84138 0.80919
108 0.012902 0.015336 0.017701 0.020002 0.022241 0.89769 0.86758 0.83719 0.80669 0.7762
108.5 0.012764 0.015171 0.017511 0.019787 0.022002 0.85899 0.8307 0.80206 0.77325 0.74438
109 0.012627 0.015008 0.017323 0.019575 0.021766 0.82172 0.79517 0.76821 0.74102 0.71371
109.5 0.012491 0.014847 0.017137 0.019365 0.021533 0.78586 0.76097 0.73561 0.70996 0.68415
110 0.012357 0.014688 0.016954 0.019157 0.021302 0.75136 0.72805 0.70423 0.68005 0.65567
110.5 0.012225 0.014531 0.016772 0.018952 0.021074 0.71818 0.69638 0.67402 0.65125 0.62824
111 0.012094 0.014375 0.016593 0.018749 0.020848 0.68629 0.66592 0.64495 0.62353 0.60182
111.5 0.011965 0.014221 0.016415 0.018549 0.020626 0.65563 0.63664 0.61699 0.59686 0.57639
112 0.011837 0.014069 0.01624 0.018351 0.020405 0.62619 0.60849 0.5901 0.5712 0.55192
112.5 0.011711 0.013919 0.016066 0.018155 0.020187 0.59792 0.58145 0.56426 0.54652 0.52838
113 0.011586 0.013771 0.015895 0.017961 0.019972 0.57078 0.55548 0.53943 0.5228 0.50574
113.5 0.011462 0.013624 0.015726 0.01777 0.019759 0.54474 0.53054 0.51557 0.5 0.48397
114 0.01134 0.013479 0.015558 0.017581 0.019549 0.51976 0.50661 0.49267 0.4781 0.46304
114.5 0.01122 0.013336 0.015393 0.017394 0.019341 0.49581 0.48365 0.47067 0.45706 0.44293
115 0.0111 0.013194 0.015229 0.017209 0.019135 0.47285 0.46162 0.44957 0.43685 0.42361
115.5 0.010982 0.013054 0.015067 0.017026 0.018932 0.45085 0.44051 0.42932 0.41746 0.40506
116 0.010866 0.012915 0.014907 0.016845 0.018731 0.42978 0.42026 0.4099 0.39885 0.38725
116.5 0.01075 0.012778 0.014749 0.016666 0.018532 0.4096 0.40087 0.39128 0.38099 0.37014
117 0.010636 0.012642 0.014593 0.016489 0.018335 0.39028 0.38229 0.37343 0.36387 0.35373
117.5 0.010524 0.012508 0.014438 0.016315 0.018141 0.3718 0.3645 0.35633 0.34745 0.33799
118 0.010412 0.012376 0.014285 0.016142 0.017949 0.35412 0.34746 0.33994 0.33171 0.32289
118.5 0.010302 0.012245 0.014134 0.015971 0.017759 0.33721 0.33116 0.32424 0.31662 0.30841
119 0.010193 0.012116 0.013985 0.015802 0.017571 0.32105 0.31556 0.30922 0.30217 0.29452
119.5 0.010086 0.011988 0.013837 0.015635 0.017386 0.3056 0.30064 0.29483 0.28832 0.28122
120 0.009979 0.011861 0.013691 0.01547 0.017202 0.29083 0.28637 0.28107 0.27507 0.26847
120.5 0.0098737 0.011736 0.013546 0.015307 0.017021 0.27673 0.27273 0.2679 0.26237 0.25626
121 0.0097696 0.011612 0.013403 0.015146 0.016841 0.26327 0.2597 0.25531 0.25023 0.24456
121.5 0.0096667 0.01149 0.013262 0.014986 0.016664 0.25042 0.24724 0.24326 0.2386 0.23336
122 0.0095649 0.011369 0.013123 0.014828 0.016488 0.23815 0.23535 0.23175 0.22748 0.22264
122.5 0.0094643 0.011249 0.012985 0.014672 0.016315 0.22644 0.22398 0.22075 0.21684 0.21237
123 0.0093648 0.011131 0.012848 0.014518 0.016143 0.21528 0.21314 0.21023 0.20667 0.20255
123.5 0.0092664 0.011014 0.012713 0.014366 0.015974 0.20463 0.20278 0.20019 0.19695 0.19316
124 0.0091691 0.010898 0.01258 0.014215 0.015806 0.19448 0.1929 0.19059 0.18765 0.18417
124.5 0.0090729 0.010784 0.012448 0.014066 0.01564 0.1848 0.18348 0.18143 0.17877 0.17558
125 0.0089777 0.010671 0.012317 0.013918 0.015476 0.17558 0.17448 0.17269 0.17029 0.16737
125.5 0.0088836 0.010559 0.012188 0.013772 0.015314 0.1668 0.16591 0.16434 0.16218 0.15951
126 0.0087906 0.010448 0.01206 0.013628 0.015154 0.15843 0.15773 0.15637 0.15444 0.15201
126.5 0.0086986 0.010339 0.011934 0.013485 0.014995 0.15046 0.14994 0.14877 0.14705 0.14484
127 0.0086076 0.010231 0.011809 0.013344 0.014838 0.14288 0.14251 0.14152 0.13999 0.13799
127.5 0.0085176 0.010124 0.011686 0.013205 0.014683 0.13565 0.13544 0.13461 0.13326 0.13144
128 0.0084286 0.010018 0.011564 0.013067 0.01453 0.12878 0.12869 0.12802 0.12683 0.12519
128.5 0.0083406 0.0099137 0.011443 0.01293 0.014378 0.12224 0.12227 0.12173 0.1207 0.11922
129 0.0082536 0.0098102 0.011324 0.012795 0.014228 0.11602 0.11616 0.11574 0.11485 0.11353
129.5 0.0081675 0.0097079 0.011205 0.012662 0.01408 0.1101 0.11033 0.11004 0.10927 0.10809
130 0.0080824 0.0096068 0.011089 0.01253 0.013933 0.10447 0.10479 0.1046 0.10395 0.1029
130.5 0.0079982 0.0095067 0.010973 0.0124 0.013788 0.099119 0.099515 0.099416 0.098878 0.097951
131 0.007915 0.0094078 0.010859 0.012271 0.013644 0.094031 0.094495 0.09448 0.094042 0.093227
131.5 0.0078327 0.0093099 0.010746 0.012143 0.013502 0.089195 0.089718 0.08978 0.089433 0.088721
132 0.0077512 0.0092131 0.010634 0.012017 0.013362 0.084599 0.085173 0.085304 0.08504 0.084424
132.5 0.0076707 0.0091174 0.010524 0.011892 0.013223 0.080231 0.080851 0.081043 0.080855 0.080326
133 0.007591 0.0090227 0.010415 0.011768 0.013086 0.076082 0.07674 0.076987 0.076867 0.076419
133.5 0.0075123 0.0089291 0.010306 0.011646 0.01295 0.07214 0.072831 0.073126 0.073069 0.072695
134 0.0074343 0.0088364 0.0102 0.011525 0.012816 0.068396 0.069114 0.069453 0.069451 0.069144
134.5 0.0073573 0.0087448 0.010094 0.011406 0.012683 0.064841 0.065581 0.065957 0.066006 0.065761
135 0.007281 0.0086542 0.0099892 0.011288 0.012551 0.061465 0.062222 0.062631 0.062726 0.062537
135.5 0.0072057 0.0085646 0.0098858 0.011171 0.012421 0.058259 0.059031 0.059468 0.059603 0.059465
136 0.0071311 0.008476 0.0097835 0.011055 0.012293 0.055217 0.055998 0.056459 0.05663 0.056539
136.5 0.0070573 0.0083883 0.0096823 0.010941 0.012166 0.052328 0.053116 0.053598 0.053801 0.053752
137 0.0069844 0.0083016 0.0095822 0.010828 0.01204 0.049587 0.050379 0.050877 0.051108 0.051097
137.5 0.0069122 0.0082158 0.0094832 0.010716 0.011916 0.046986 0.047778 0.04829 0.048546 0.048569
